codigo;codempresa;codigo_administrativo;codigo_unit;razao_social;nome_fantasia;responsavel;cnpj;contato_nome;contato_ddd1;contato_telefone1;inscricao_estadual;inscricao_municipal;ramo_atividade;tratamento;estado_civil;oab;cpf;rg;nascimento;profissao;nacionalidade;logradouro;numero;complemento;bairro;cep;cidade;uf;ddd1;telefone1;ddd2;telefone2;ddd3;telefone3;email1;email2;site;observacoes;cliente;tipocliente;ativo;inclusao;matricula;grupo_cliente;contato_nome2;contato_nome3;contato_ddd2;contato_ddd3;contato_telefone2;contato_telefone3;contato_setor1;contato_setor2;contato_setor3;contato_email1;contato_email2;contato_email3;ddd_comercial;telefone_comercial;pis;nome_pai;nome_mae;pac;visualizado_relatorio_pac;pac_regional;cod_fase_cliente;migracao;razao_social_2;migracao2;cpf_cnpj;escritorio;cod_perfil_cliente;campo_livre1;campo_livre2;cod_campo_livre2;cod_terceiro_categoria;numero_pasta;migracao_parceiro;cod_cliente_estado_civil;cod_usuario;cod_estado_brasil;migracao3;cod_escolaridade
101914701;92577;;0;Fulano(a) 310;;;12.345.678/0001-275;Jana;;(00) 1234-5759;;;;;VI;;;12.123.123-308;15/03/1957 00:00;Auxiliar de serviços gerais;Brasileiira;Rua dos Candidatos, Escola Advbox, n 310;;;Centro;123456-83;Ribei. Pinhal;PR;;;;(00) 9999-1418;;(00) 3333-1412;;;;Obs 310;FI;1;1;14/03/2019 15:07;;57759;;;;;;;;;;;;;;(00) 1234-5754;;;;0;0;;1;;FULANO(A) 310;;12.345.678/0001-275;;100040203;;;6279;;933;;;;;;
100934502;92577;;0;Fulano(a) 311;;;12.345.678/0001-276;;;(00) 1234-5760;;;Vigilância;;;;;12.123.123-309;;;;Rua dos Candidatos, Escola Advbox, n 311;;;Centro;123456-84;Floripa;SC;;;;(00) 9999-1419;;(00) 3333-1413;;;;Obs 311;JU;2;1;23/07/2018 16:12;;0;;;;;;;;;;;;;;(00) 1234-5755;;;;0;0;;1;;FULANO(A) 311;;12.345.678/0001-276;;0;;;;;;;;;;;
6950207;92577;;0;Fulano(a) 312;;;12.345.678/0001-277;;;(00) 1234-5761;;;;;CA;;;12.123.123-310;06/08/1971 00:00;Secretaria;Brasileira;Rua dos Candidatos, Escola Advbox, n 312;;;Centro;123456-85;Florianopolis;SC;;;;(00) 9999-1420;;(00) 3333-1414;;;;Obs 312;FI;1;1;19/09/2013 09:47;;57759;;;;;;;;;;;;;;(00) 1234-5756;;;;0;0;;1;;FULANO(A) 312;;12.345.678/0001-277;;0;;;6279;;239;;;;;;
6951089;92577;;0;Fulano(a) 313;;;12.345.678/0001-278;;;(00) 1234-5762;;;;;CA;;;12.123.123-311;29/07/1968 00:00;Professora;Brasileira;Rua dos Candidatos, Escola Advbox, n 313;;;Centro;123456-86;Florianopolis;SC;;;;(00) 9999-1421;;(00) 3333-1415;;;;Obs 313;FI;1;1;19/09/2013 10:44;;57759;;;;;;;;;;;;;;(00) 1234-5757;;;;0;0;;1;;FULANO(A) 313;;12.345.678/0001-278;;0;;;6279;;242;;;;;;
11990234;92577;;0;Fulano(a) 314;;;12.345.678/0001-279;;;(00) 1234-5763;;;;;CA;;;12.123.123-312;31/07/1966 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 314;;;Centro;123456-87;Florianopolis;SC;;;;(00) 9999-1422;;(00) 3333-1416;;;;Obs 314;FI;1;1;05/10/2015 16:02;;0;;;;;;;;;;;;;;(00) 1234-5758;;;;0;0;;1;;FULANO(A) 314;;12.345.678/0001-279;;0;;;;;504;;;;;;
7651173;92577;;0;Fulano(a) 315;;;12.345.678/0001-280;;;(00) 1234-5764;;;;;CA;;;12.123.123-313;09/04/1956 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 315;;;Centro;123456-88;Floripa;Sc;;;;(00) 9999-1423;;(00) 3333-1417;;;;Obs 315;FI;1;1;20/01/2014 14:19;;57759;;;;;;;;;;;;;;(00) 1234-5759;;;;0;0;;1;;FULANO(A) 315;;12.345.678/0001-280;;0;;;6279;;272;;;;;;
7664123;92577;;0;Fulano(a) 316;;;12.345.678/0001-281;;;(00) 1234-5765;;;;;CA;;;12.123.123-314;28/07/1957 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 316;;;Centro;123456-89;Floripa;Sc;;;;(00) 9999-1424;;(00) 3333-1418;;;;Obs 316;FI;1;1;21/01/2014 11:17;;57759;;;;;;;;;;;;;;(00) 1234-5760;;;;0;0;;1;;FULANO(A) 316;;12.345.678/0001-281;;0;;;6279;;274;;;;;;
7725695;92577;;0;Fulano(a) 317;;;12.345.678/0001-282;;;(00) 1234-5766;;;;;CA;;;12.123.123-315;24/09/1980 00:00;Gerente Admisnitrativo;Brasileira;Rua dos Candidatos, Escola Advbox, n 317;;;Centro;123456-90;Floripa;SC;;;;(00) 9999-1425;;(00) 3333-1419;;;;Obs 317;FI;1;1;27/01/2014 17:01;;57759;;;;;;;;;;;;;;(00) 1234-5761;;;;0;0;;1;;FULANO(A) 317;;12.345.678/0001-282;;0;;;6279;;277;;;;;;
8111871;92577;;0;Fulano(a) 318;;;12.345.678/0001-283;;;(00) 1234-5767;;;;;;;;12.123.123-316;;;;Rua dos Candidatos, Escola Advbox, n 318;;;Centro;123456-91;Rib. Do Pinhal;PR;;;;(00) 9999-1426;;(00) 3333-1420;;;;Obs 318;FI;2;1;12/03/2014 10:35;;0;;;;;;;;;;;;;;(00) 1234-5762;;;;0;0;;1;;FULANO(A) 318;;12.345.678/0001-283;;0;;;;;;;;;;;
8330789;92577;;0;Fulano(a) 319;;;12.345.678/0001-284;;;(00) 1234-5768;;;;;SO;;;12.123.123-317;22/11/1995 00:00;Vendedor;Brasileiro;Rua dos Candidatos, Escola Advbox, n 319;;;Centro;123456-92;Ribeirao do Pinhal;PR;;;;(00) 9999-1427;;(00) 3333-1421;;;;Obs 319;FI;1;1;11/04/2014 19:44;;57759;;;;;;;;;;;;;;(00) 1234-5763;;;;0;0;;1;;FULANO(A) 319;;12.345.678/0001-284;;0;;;6279;;311;;;;;;
8791417;92577;;0;Fulano(a) 320;;;12.345.678/0001-285;;;(00) 1234-5769;;;;;CA;;;12.123.123-318;13/01/1967 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 320;;;Centro;123456-93;Ribei. Pinhal;PR;;;;(00) 9999-1428;;(00) 3333-1422;;;;Obs 320;FI;1;1;19/06/2014 10:27;;57759;;;;;;;;;;;;;;(00) 1234-5764;;;;0;0;;1;;FULANO(A) 320;;12.345.678/0001-285;;0;;;7461;;338;;;;;;
9056101;92577;;0;Fulano(a) 321;;;12.345.678/0001-286;;;(00) 1234-5770;;;;;CA;;;12.123.123-319;29/04/1959 00:00;Auxiliar de Educação;Brasileiro;Rua dos Candidatos, Escola Advbox, n 321;;;Centro;123456-94;Floripa;SC;;;;(00) 9999-1429;;(00) 3333-1423;;;;Obs 321;FI;1;1;24/07/2014 14:17;;57759;;;;;;;;;;;;;;(00) 1234-5765;;;;0;0;;1;;FULANO(A) 321;;12.345.678/0001-286;;0;;;6279;;346;;;;;;
9667719;92577;;0;Fulano(a) 322;;;12.345.678/0001-287;;;(00) 1234-5771;;;;;;;;12.123.123-320;;;;Rua dos Candidatos, Escola Advbox, n 322;;;Centro;123456-95;Florianopolis;SC;;;;(00) 9999-1430;;(00) 3333-1424;;;;Obs 322;JU;2;1;22/10/2014 11:36;;0;;;;;;;;;;;;;;(00) 1234-5766;;;;0;0;;1;;FULANO(A) 322;;12.345.678/0001-287;;0;;;;;;;;;;;
9955867;92577;;0;Fulano(a) 323;;;12.345.678/0001-288;;;(00) 1234-5772;;;;;CA;;;12.123.123-321;;taxista;Brasileiro;Rua dos Candidatos, Escola Advbox, n 323;;;Centro;123456-96;Florianopolis;SC;;;;(00) 9999-1431;;(00) 3333-1425;;;;Obs 323;FI;2;1;06/12/2014 15:22;;0;;;;;;;;;;;;;;(00) 1234-5767;;;;0;0;;1;;FULANO(A) 323;;12.345.678/0001-288;;0;;;;;;;;;;;
15645934;92577;;0;Fulano(a) 324;;;12.345.678/0001-289;;;(00) 1234-5773;;;;;;;;12.123.123-322;;;;Rua dos Candidatos, Escola Advbox, n 324;;;Centro;123456-97;Florianopolis;SC;;;;(00) 9999-1432;;(00) 3333-1426;;;;Obs 324;FI;1;0;05/07/2017 15:11;;57759;;;;;;;;;;;;;;(00) 1234-5768;;;;0;0;;1;;FULANO(A) 324;;12.345.678/0001-289;;0;;;;;707;;;;;;
103525159;92577;;0;Fulano(a) 325;;;12.345.678/0001-290;;;(00) 1234-5774;;;;;SO;;;12.123.123-323;16/10/1974 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 325;;;Centro;123456-98;Floripa;Sc;;;;(00) 9999-1433;;(00) 3333-1427;;;;Obs 325;FI;1;0;12/03/2020 17:58;;57759;;;;;;;;;;;;;;(00) 1234-5769;;;;0;0;;1;;FULANO(A) 325;;12.345.678/0001-290;;0;;;;;1102;;;;;;
101603448;92577;;0;Fulano(a) 326;;;12.345.678/0001-291;;;(00) 1234-5775;;;;;CA;;;12.123.123-324;04/08/1980 00:00;Supervisor de Manutenção;Brasileira;Rua dos Candidatos, Escola Advbox, n 326;;;Centro;123456-99;Floripa;SC;;;;(00) 9999-1434;;(00) 3333-1428;;;;Obs 326;FI;1;0;26/12/2018 10:03;;57759;;;;;;;;;;;;;;(00) 1234-5770;;;;0;0;;1;;FULANO(A) 326;;12.345.678/0001-291;;0;;;;;903;;;;;;
103483698;92577;;0;Fulano(a) 327;;;12.345.678/0001-292;;;(00) 1234-5776;;;;;CA;;;12.123.123-325;26/01/1991 00:00;Mecânico;Brasileira;Rua dos Candidatos, Escola Advbox, n 327;;;Centro;;Florianopolis;SC;;;;(00) 9999-1435;;(00) 3333-1429;;;;Obs 327;FI;1;1;04/03/2020 15:21;;57759;;;;;;;;;;;;;;(00) 1234-5771;;;;0;0;;1;;FULANO(A) 327;;12.345.678/0001-292;;0;;;6279;;1095;;;;;;
4401813;92577;;0;Fulano(a) 328;;;12.345.678/0001-293;Jana;;(00) 1234-5777;;;;;CA;;;12.123.123-326;26/01/1959 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 328;;;Centro;123456-00;Florianopolis;SC;;;;(00) 9999-1436;;(00) 3333-1430;;;;Obs 328;FI;1;0;08/08/2012 17:41;;57759;;;;;;;;;;;;;;(00) 1234-5772;;;;0;0;;1;;FULANO(A) 328;;12.345.678/0001-293;;0;;;6280;;54;;;;;;
103604758;92577;;0;Fulano(a) 329;;;12.345.678/0001-294;;;(00) 1234-5778;;;;;;;;12.123.123-327;;;;Rua dos Candidatos, Escola Advbox, n 329;;;Centro;123456-01;Florianopolis;SC;;;;(00) 9999-1437;;(00) 3333-1431;;;;Obs 329;JU;2;1;03/04/2020 14:36;;0;;;;;;;;;;;;;;(00) 1234-5773;;;;0;0;;1;;FULANO(A) 329;;12.345.678/0001-294;;0;;;;;;;;;;;
103605278;92577;;0;Fulano(a) 330;;;12.345.678/0001-295;;;(00) 1234-5779;;;;;0;;;12.123.123-328;;menor impúbere;Brasileira;Rua dos Candidatos, Escola Advbox, n 330;;;Centro;123456-02;Floripa;Sc;;;;(00) 9999-1438;;(00) 3333-1432;;;;Obs 330;FI;2;1;03/04/2020 15:31;;0;;;;;;;;;;;;;;(00) 1234-5774;;;;0;0;;1;;FULANO(A) 330;;12.345.678/0001-295;;0;;;;;;;;;;;
103605268;92577;;0;Fulano(a) 331;;;12.345.678/0001-296;;;(00) 1234-5780;;;;;SO;;;12.123.123-329;;Menor impúbere;Brasileira;Rua dos Candidatos, Escola Advbox, n 331;;;Centro;123456-03;Floripa;Sc;;;;(00) 9999-1439;;(00) 3333-1433;;;;Obs 331;FI;2;1;03/04/2020 15:30;;0;;;;;;;;;;;;;;(00) 1234-5775;;;;0;0;;1;;FULANO(A) 331;;12.345.678/0001-296;;0;;;;;;;;;;;
106042458;92577;;0;Fulano(a) 332;;;12.345.678/0001-297;;;(00) 1234-5781;;;;;CA;;;12.123.123-330;07/07/1951 00:00;APOSENTADO;brasileiro;Rua dos Candidatos, Escola Advbox, n 332;;;Centro;123456-04;Floripa;SC;;;;(00) 9999-1440;;(00) 3333-1434;;;;Obs 332;FI;1;1;06/01/2022 15:59;;57759;;;;;;;;;;;;;;(00) 1234-5776;;;;0;0;;1;;FULANO(A) 332;;12.345.678/0001-297;;0;;;;;1356;;;;;;
103605258;92577;;0;Fulano(a) 333;;;12.345.678/0001-298;;;(00) 1234-5782;;;;;CA;;;12.123.123-331;;Desempregada;Brasileira;Rua dos Candidatos, Escola Advbox, n 333;;;Centro;12345605;Rib. Do Pinhal;PR;;;;(00) 9999-1441;;(00) 3333-1435;;;;Obs 333;FI;2;1;03/04/2020 15:29;;0;;;;;;;;;;;;;;(00) 1234-5777;;;;0;0;;1;;FULANO(A) 333;;12.345.678/0001-298;;0;;;;;;;;;;;
10161470;92577;;0;Fulano(a) 334;;;12.345.678/0001-299;Jana;;(00) 1234-5783;;;;;CA;;;12.123.123-332;30/11/1968 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 334;;;Centro;123.456-06;Ribeirao do Pinhal;PR;;;;(00) 9999-1442;;(00) 3333-1436;;;;Obs 334;FI;1;1;22/01/2015 16:51;;57759;;;;;;;;;;;;;;(00) 1234-5778;;;;0;0;;1;;FULANO(A) 334;;12.345.678/0001-299;;0;;;6279;;415;;;;;;
106047068;92577;;0;Fulano(a) 335;;;12.345.678/0001-300;;;(00) 1234-5784;;;;;;;;12.123.123-333;;;;Rua dos Candidatos, Escola Advbox, n 335;;;Centro;123.456-07;Ribei. Pinhal;PR;;;;(00) 9999-1443;;(00) 3333-1437;;;;Obs 335;JU;2;1;10/01/2022 09:29;;0;;;;;;;;;;;;;;(00) 1234-5779;;;;0;0;;1;;FULANO(A) 335;;12.345.678/0001-300;;0;;;;;;;;;;;
15838706;92577;;0;Fulano(a) 336;;;12.345.678/0001-301;Jana;;(00) 1234-5785;;;;;CA;;;12.123.123-334;04/11/1962 00:00;Motorista;Brasileiro;Rua dos Candidatos, Escola Advbox, n 336;;;Centro;12345608;Floripa;SC;;;;(00) 9999-1444;;(00) 3333-1438;;;;Obs 336;FI;1;1;08/08/2017 15:47;;57759;;;;;(31) 98928-6117;;;;;;;;;(00) 1234-5780;;;;0;0;;1;;FULANO(A) 336;;12.345.678/0001-301;;0;;;6279;;717;;;;;;
103510210;92577;;0;Fulano(a) 337;;;12.345.678/0001-302;;;(00) 1234-5786;;;;;CA;;;12.123.123-335;08/12/1969 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 337;;;Centro;123456-09;Florianopolis;SC;;;;(00) 9999-1445;;(00) 3333-1439;;;;Obs 337;FI;1;0;10/03/2020 15:34;;57759;;;;;;;;;;;;;;(00) 1234-5781;;;;0;0;;1;;FULANO(A) 337;;12.345.678/0001-302;;0;;;6279;;1099;;;;;;
103885343;92577;;0;Fulano(a) 338;;;12.345.678/0001-303;;;(00) 1234-5787;;;;;SO;;;12.123.123-336;;;Brasileira;Rua dos Candidatos, Escola Advbox, n 338;;;Centro;123456-10;Florianopolis;SC;;;;(00) 9999-1446;;(00) 3333-1440;;;;Obs 338;FI;2;1;22/06/2020 18:18;;0;;;;;;;;;;;;;;(00) 1234-5782;;;;0;0;;1;;FULANO(A) 338;;12.345.678/0001-303;;0;;;;;;;;;;;
103544434;92577;;0;Fulano(a) 339;;;12.345.678/0001-304;;;(00) 1234-5788;;;;;CA;;;12.123.123-337;28/03/1981 00:00;Autonômo;Brasileira;Rua dos Candidatos, Escola Advbox, n 339;;;Centro;123456-11;Florianopolis;SC;;;;(00) 9999-1447;;(00) 3333-1441;;;;Obs 339;FI;1;1;18/03/2020 09:06;;57759;;;;;;;;;;;;;;(00) 1234-5783;;;;0;0;;1;;FULANO(A) 339;;12.345.678/0001-304;;0;;;100001681;;1106;;;;;;
103525119;92577;;0;Fulano(a) 340;;;12.345.678/0001-305;;;(00) 1234-5789;;;;;CA;;;12.123.123-338;24/08/1963 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 340;;;Centro;123456-12;Floripa;Sc;;;;(00) 9999-1448;;(00) 3333-1442;;;;Obs 340;FI;1;0;12/03/2020 17:52;;57759;;;;;;;;;;;;;;(00) 1234-5784;;;;0;0;;1;;FULANO(A) 340;;12.345.678/0001-305;;0;;;6279;;1101;;;;;;
13204487;92577;;0;Fulano(a) 341;;;12.345.678/0001-306;;;(00) 1234-5790;;;;;CA;;;12.123.123-339;30/04/1971 00:00;Mecânico;Brasileira;Rua dos Candidatos, Escola Advbox, n 341;;;Centro;123456-13;Floripa;Sc;;;;(00) 9999-1449;;(00) 3333-1443;;;;Obs 341;FI;1;1;20/04/2016 17:34;;57759;;;;;;;;;;;;;;(00) 1234-5785;;;;0;0;;1;;FULANO(A) 341;;12.345.678/0001-306;;0;;;6279;;561;;;;;;
102555372;92577;;0;Fulano(a) 342;;;12.345.678/0001-307;;;(00) 1234-5791;;;;;CA;;;12.123.123-340;09/06/1978 00:00;;Brasileira;Rua dos Candidatos, Escola Advbox, n 342;;;Centro;123456-14;Floripa;SC;;;;(00) 9999-1450;;(00) 3333-1444;;;;Obs 342;FI;1;1;02/08/2019 15:29;;57759;;;;;;;;;;;;;;(00) 1234-5786;;;;0;0;;1;;FULANO(A) 342;;12.345.678/0001-307;;0;;;;;1014;;;;;;
9456726;92577;;0;Fulano(a) 343;;;12.345.678/0001-308;;;(00) 1234-5792;;;;;CA;;;12.123.123-341;12/04/1970 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 343;;;Centro;123456-15;Rib. Do Pinhal;PR;;;;(00) 9999-1451;;(00) 3333-1445;;;;Obs 343;FI;1;1;23/09/2014 11:04;;57759;;;;;;;;;;;;;;(00) 1234-5787;;;;0;0;;1;;FULANO(A) 343;;12.345.678/0001-308;;0;;;6279;;367;;;;;;
15612975;92577;;0;Fulano(a) 344;;;12.345.678/0001-309;Jana;;(00) 1234-5793;;;;;CA;;;12.123.123-342;06/12/1963 00:00;Industriario;Brasileira;Rua dos Candidatos, Escola Advbox, n 344;;;Centro;123456-16;Ribeirao do Pinhal;PR;;;;(00) 9999-1452;;(00) 3333-1446;;;;Obs 344;FI;1;1;29/06/2017 09:28;;57759;;;;;;;;;;;;;;(00) 1234-5788;;;;0;0;;1;;FULANO(A) 344;;12.345.678/0001-309;;0;;;6279;;700;;;;;;
12928370;92577;;0;Fulano(a) 345;;;12.345.678/0001-310;;;(00) 1234-5794;;;;;SO;;;12.123.123-343;06/01/1986 00:00;Vendedora;Brasileira;Rua dos Candidatos, Escola Advbox, n 345;;;Centro;123456-17;Ribei. Pinhal;PR;;;;(00) 9999-1453;;(00) 3333-1447;;;;Obs 345;FI;1;0;09/03/2016 09:45;;57759;;;;;;;;;;;;;;(00) 1234-5789;;;;0;0;;1;;FULANO(A) 345;;12.345.678/0001-310;;0;;;6331;;552;;;;;;
105921911;92577;;0;Fulano(a) 346;;;12.345.678/0001-311;Jana;;(00) 1234-5795;;;;;CA;;;12.123.123-344;09/02/1978 00:00;Coopeira;Brasileira;Rua dos Candidatos, Escola Advbox, n 346;;;Centro;123456-18;Floripa;SC;;;;(00) 9999-1454;;(00) 3333-1448;;;;Obs 346;FI;1;1;24/11/2021 15:51;;57759;;;;;;;;;;;;;;(00) 1234-5790;;;;0;0;;1;;FULANO(A) 346;;12.345.678/0001-311;;0;;;;;1344;;;;;;7
104952228;92577;;0;Fulano(a) 347;;;12.345.678/0001-312;;;(00) 1234-5796;;;;;0;;;12.123.123-345;;;;Rua dos Candidatos, Escola Advbox, n 347;;;Centro;123456-19;Florianopolis;SC;;;;(00) 9999-1455;;(00) 3333-1449;;;;Obs 347;FI;2;1;29/03/2021 13:45;;0;;;;;;;;;;;;;;(00) 1234-5791;;;;0;0;;1;;FULANO(A) 347;;12.345.678/0001-312;;0;;;;;;;;;;;
5888576;92577;;0;Fulano(a) 348;;;12.345.678/0001-313;;;(00) 1234-5797;;;Construção Civil;;;;;12.123.123-346;;;;Rua dos Candidatos, Escola Advbox, n 348;;;Centro;123456-20;Florianopolis;SC;;;;(00) 9999-1456;;(00) 3333-1450;;;;Obs 348;JU;2;1;06/05/2013 12:42;;0;;;;;;;;;;;;;;(00) 1234-5792;;;;0;0;;1;;FULANO(A) 348;;12.345.678/0001-313;;0;;;;;;;;;;;
102050073;92577;;0;Fulano(a) 349;;;12.345.678/0001-314;;;(00) 1234-5798;;;;;CA;;;12.123.123-347;08/05/1966 00:00;Operador de Ponte Rolante;Brasileira;Rua dos Candidatos, Escola Advbox, n 349;;;Centro;123456-21;Florianopolis;SC;;;;(00) 9999-1457;;(00) 3333-1451;;;;Obs 349;FI;1;1;11/04/2019 10:04;;57759;;;;;;;;;;;;;;(00) 1234-5793;;;;0;0;;1;;FULANO(A) 349;;12.345.678/0001-314;;0;;;6279;;952;;;;;;
102145948;92577;;0;Fulano(a) 350;;;12.345.678/0001-315;;;(00) 1234-5799;;;;;;;;12.123.123-348;;;;Rua dos Candidatos, Escola Advbox, n 350;;;Centro;123456-22;Floripa;Sc;;;;(00) 9999-1458;;(00) 3333-1452;;;;Obs 350;JU;1;1;03/05/2019 10:46;;57759;;;;;;;;;;;;;;(00) 1234-5794;;;;0;0;;1;;FULANO(A) 350;;12.345.678/0001-315;;0;;;7551;;966;;;;;;
103710906;92577;;0;Fulano(a) 351;;;12.345.678/0001-316;;;(00) 1234-5800;;;;;CA;;;12.123.123-349;22/06/1980 00:00;Soldador;Brasileira;Rua dos Candidatos, Escola Advbox, n 351;;;Centro;123456-23;Floripa;SC;;;;(00) 9999-1459;;(00) 3333-1453;;;;Obs 351;FI;1;1;07/05/2020 14:33;;57759;;;;;;;;;;;;;;(00) 1234-5795;;;;0;0;;1;;FULANO(A) 351;;12.345.678/0001-316;;0;;;6279;;1121;;;;;;
10147644;92577;;0;Fulano(a) 352;;;12.345.678/0001-317;;;(00) 1234-5801;;;;;CA;;;12.123.123-350;14/02/1970 00:00;Industriario;Brasileiro;Rua dos Candidatos, Escola Advbox, n 352;;;Centro;123456-24;Florianopolis;SC;;;;(00) 9999-1460;;(00) 3333-1454;;;;Obs 352;FI;1;1;21/01/2015 16:27;;57759;;;;;;;;;;;;;;(00) 1234-5796;;;;0;0;;1;;FULANO(A) 352;;12.345.678/0001-317;;0;;;6279;;409;;;;;;
4436727;92577;;0;Fulano(a) 353;;;12.345.678/0001-318;;;(00) 1234-5802;;;;;CA;;;12.123.123-351;19/11/1963 00:00;Aposentado;Brasileira;Rua dos Candidatos, Escola Advbox, n 353;;;Centro;123456-25;Florianopolis;SC;;;;(00) 9999-1461;;(00) 3333-1455;;;;Obs 353;FI;1;1;15/08/2012 17:21;;57759;;;;;;;;;;;;;;(00) 1234-5797;;;;0;0;;1;;FULANO(A) 353;;12.345.678/0001-318;;0;;;6279;;66;;;;;;
14562524;92577;;0;Fulano(a) 354;;;12.345.678/0001-319;Jana;;(00) 1234-5803;;;;;CA;;;12.123.123-352;;Comprador;Brasileira;Rua dos Candidatos, Escola Advbox, n 354;;;Centro;123456-26;Florianopolis;SC;;;;(00) 9999-1462;;(00) 3333-1456;;;;Obs 354;FI;1;1;13/12/2016 21:43;;57759;;;;;;;;;;;;;;(00) 1234-5798;;;;0;0;;1;;FULANO(A) 354;;12.345.678/0001-319;;0;;;;;611;;;;;;
103623543;92577;;0;Fulano(a) 355;;;12.345.678/0001-320;;;(00) 1234-5804;;;;;;;;12.123.123-353;25/09/1987 00:00;Vendedora;Brasileira;Rua dos Candidatos, Escola Advbox, n 355;;;Centro;123456-27;Floripa;Sc;;;;(00) 9999-1463;;(00) 3333-1457;;;;Obs 355;FI;1;0;09/04/2020 10:14;;57759;;;;;;;;;;;;;;(00) 1234-5799;;;;0;0;;1;;FULANO(A) 355;;12.345.678/0001-320;;0;;;6279;;1109;;;;;;
9428139;92577;;0;Fulano(a) 356;;;12.345.678/0001-321;;;(00) 1234-5805;;;;;CA;;;12.123.123-354;08/06/1971 00:00;Aposentado;Brasileiro;Rua dos Candidatos, Escola Advbox, n 356;;;Centro;123456-28;Floripa;Sc;;;;(00) 9999-1464;;(00) 3333-1458;;;;Obs 356;FI;1;1;18/09/2014 10:53;;57759;;;;;;;;;;;;;;(00) 1234-5800;;;;0;0;;1;;FULANO(A) 356;;12.345.678/0001-321;;0;;;6279;;366;;;;;;
103757706;92577;;0;Fulano(a) 357;;;12.345.678/0001-322;;;(00) 1234-5806;;;;;CA;;;12.123.123-355;27/04/1981 00:00;Mecânico;Brasileira;Rua dos Candidatos, Escola Advbox, n 357;;;Centro;123456-29;Floripa;SC;;;;(00) 9999-1465;;(00) 3333-1459;;;;Obs 357;FI;1;1;21/05/2020 14:55;;57759;;;;;;;;;;;;;;(00) 1234-5801;;;;0;0;;1;;FULANO(A) 357;;12.345.678/0001-322;;100040199;;;6279;;1128;;;;;;
101450245;92577;;0;Fulano(a) 358;;;12.345.678/0001-323;;;(00) 1234-5807;;;;;CA;;;12.123.123-356;06/01/1969 00:00;Técnico Inspetor de Qualidade;Brasileira;Rua dos Candidatos, Escola Advbox, n 358;;;Centro;123456-30;Rib. Do Pinhal;PR;;;;(00) 9999-1466;;(00) 3333-1460;;;;Obs 358;FI;1;1;14/11/2018 11:07;;57759;;;;;;;;;;;;;;(00) 1234-5802;;;;0;0;;1;;FULANO(A) 358;;12.345.678/0001-323;;0;;;6279;;892;;;;;;
9686534;92577;;0;Fulano(a) 359;;;12.345.678/0001-324;;;(00) 1234-5808;;;;;CA;;;12.123.123-357;04/04/1967 00:00;Industriário;Brasileiro;Rua dos Candidatos, Escola Advbox, n 359;;;Centro;123456-31;Ribeirao do Pinhal;PR;;;;(00) 9999-1467;;(00) 3333-1461;;;;Obs 359;FI;1;1;24/10/2014 09:54;;57759;;;;;;;;;;;;;;(00) 1234-5803;;;;0;0;;1;;FULANO(A) 359;;12.345.678/0001-324;;100040198;;;6279;;384;;;;;;
103762606;92577;;0;Fulano(a) 360;;;12.345.678/0001-325;;;(00) 1234-5809;;;;;CA;;;12.123.123-358;20/06/1967 00:00;Encanador;Brasileira;Rua dos Candidatos, Escola Advbox, n 360;;;Centro;123456-32;Ribei. Pinhal;PR;;;;(00) 9999-1468;;(00) 3333-1462;;;;Obs 360;FI;1;0;22/05/2020 16:30;;57759;;;;;;;;;;;;;;(00) 1234-5804;;;;0;0;;1;;FULANO(A) 360;;12.345.678/0001-325;;100040203;;;;;1130;;;;;;3
103636746;92577;;0;Fulano(a) 361;;;12.345.678/0001-326;;;(00) 1234-5810;;;;;0;;;12.123.123-359;;;Brasileira;Rua dos Candidatos, Escola Advbox, n 361;;;Centro;123456-33;Floripa;SC;;;;(00) 9999-1469;;(00) 3333-1463;;;;Obs 361;FI;2;1;14/04/2020 15:55;;0;;;;;;;;;;;;;;(00) 1234-5805;;;;0;0;;1;;FULANO(A) 361;;12.345.678/0001-326;;0;;;;;;;;;;;
103637510;92577;;0;Fulano(a) 362;;;12.345.678/0001-327;;;(00) 1234-5811;;;;;;;;12.123.123-360;;;;Rua dos Candidatos, Escola Advbox, n 362;;;Centro;123456-34;Florianopolis;SC;;;;(00) 9999-1470;;(00) 3333-1464;;;;Obs 362;JU;2;1;14/04/2020 17:55;;0;;;;;;;;;;;;;;(00) 1234-5806;;;;0;0;;1;;FULANO(A) 362;;12.345.678/0001-327;;0;;;;;;;;;;;
